Epoch,Train Loss,Test Loss
0,0.004251082598434981,0.0006116667504500967
1,0.0006176624636526198,0.0006121836333494648
2,0.0006150335801870082,0.0006115562284674354
3,0.0006131526322026369,0.0006034783266528224
4,0.0006114236812054633,0.0006015050680432272
5,0.000609807142600037,0.0006004926170852008
6,0.0006080482824254417,0.0006021173325419587
7,0.000605940851732201,0.0006009379871682744
8,0.0006023774755551198,0.0005958714229492953
9,0.0005994468840758506,0.0005909007132795027
10,0.0005972899702740704,0.0005875611193888508
11,0.0005958312517418224,0.0005856148226834418
12,0.0005943050325218754,0.0005856209754010794
13,0.0005929502735553999,0.0005859739600198309
14,0.0005915270646354646,0.0005844782322746258
15,0.0005903340366792116,0.0005829786098688523
16,0.0005889989368394217,0.0005792013021762913
17,0.0005876552879447983,0.0005786593387076819
18,0.0005863131465033121,0.0005776149807668013
19,0.0005853009130664284,0.0005775029135425326
20,0.0005841230306756554,0.0005740435172510209
21,0.0005826302079094095,0.0005727674550376415
22,0.0005815783144683043,0.0005728233841890759
23,0.0005804724503994152,0.0005714991188914314
24,0.0005794113739866566,0.0005695818746608991
25,0.0005780870716956639,0.0005684988017503969
26,0.0005768444131237792,0.0005689212509816058
27,0.0005755145769320813,0.0005668359108780035
28,0.0005744539421942741,0.0005649948905274585
29,0.0005730918809180816,0.0005655000604806083
30,0.0005718622538835979,0.000568192694072877
31,0.0005707221027142824,0.0005605193585145402
32,0.0005695394463962056,0.0005616012551522008
33,0.0005683150965703248,0.0005576284728556306
34,0.0005672472082758746,0.0005597401118894029
35,0.0005663130174875713,0.0005637124794166714
36,0.0005650122278140818,0.0005546027131841126
37,0.0005639588138369261,0.0005547045742556264
38,0.0005629903179391408,0.0005548262052179508
39,0.0005618754131353953,0.0005520743165218864
40,0.0005608935679460446,0.0005523599873607091
41,0.0005597836253280043,0.0005510858179219063
42,0.0005589004808651559,0.0005510441486317397
43,0.0005579954852618977,0.0005500870819732923
44,0.0005569390844539082,0.0005495591210069037
45,0.0005561473903114147,0.0005500287772217242
46,0.0005552827313591969,0.0005482953878679128
47,0.0005544385016903377,0.0005478896913391889
48,0.000553460125099065,0.0005469030354735822
49,0.0005523372596940915,0.0005439623421369754
