Epoch,Train Loss,Test Loss
0,1.4608400859140653,0.7452470489615148
1,0.5053255054783867,0.37510533273926977
2,0.3222297401346699,0.2946833768104541
3,0.2802779489829299,0.27339509797304673
4,0.2675364980918949,0.2657908607443134
5,0.2626954241720251,0.26235132418162505
6,0.2605017768880376,0.2612692955202375
7,0.2593959859596934,0.25983451423382675
8,0.2587302918025551,0.25969719561819105
9,0.2582666722947284,0.2592817272006411
10,0.2579575252577512,0.25893893979813326
11,0.2577160611123599,0.2584167888226504
12,0.2575100370417912,0.2585188923454541
13,0.25739229740979286,0.25813023735348106
14,0.25724558771859973,0.25856874754676273
15,0.25714648284813274,0.2580190254253405
16,0.25705261384116784,0.25920855409089866
17,0.2569418789684073,0.2577913900424665
18,0.25678238180366114,0.2580698423645535
19,0.25672120715191643,0.2577752039237638
20,0.2566395387141101,0.25754113945099716
21,0.2565600339190843,0.2583030798929561
22,0.25652927266928605,0.25761369821148505
23,0.2564659713937193,0.2575932857044424
24,0.2564393446183883,0.25706286481105106
25,0.2564017308308995,0.25699707197789295
26,0.2563214086095136,0.25783087766531126
27,0.2562538840395915,0.25724325394862496
28,0.25627093711573234,0.25757994545969287
29,0.2562484963116552,0.25699339656583586
30,0.2561725363883071,0.257196579120662
31,0.25616991504958264,0.2571247525130137
32,0.2561275115480746,0.2568271269265928
33,0.25613094344772885,0.25762554597309706
34,0.25610237239949984,0.2575778703543459
35,0.2560981647826203,0.25738142248466156
36,0.25606373219093814,0.25860812049903675
37,0.2560391921611229,0.25722035210809213
38,0.25602102045927827,0.2576011125648033
39,0.25599369639706726,0.2568639381327048
